name,student_email,username,password,school_name,class,parent_1_name,parent_1_phone,parent_1_email,parent_2_name,parent_2_phone,parent_2_email,address,pin_code,mode_of_transport,carpool,car_details,fuel_type
Harsh Ahluwalia,harsh.ahluwalia@springdalesschool.edu.in,harsh869,Pass9461,Springdales School,4,Rudra Reddy,917792311037,rudra.reddy@hotmail.com,Kartik Reddy,917311219807,kartik.reddy@yahoo.com,"D-22, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Aakash Tiwari,aakash.tiwari@delhipublicschool.edu.in,aakash823,Pass1243,Delhi Public School,10,Harsh Pandey,918242293615,harsh.pandey@gmail.com,Raghav Thakur,919201937607,raghav.thakur@yahoo.com,"D-4, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Om Mehta,om.mehta@sanskritischool.edu.in,om675,Pass7256,Sanskriti School,7,Sarthak Thakur,917750658960,sarthak.thakur@gmail.com,Aarav Chawla,917867389049,aarav.chawla@yahoo.com,"B-15, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Shaurya Gill,shaurya.gill@vasantvalleyschool.edu.in,shaurya939,Pass7127,Vasant Valley School,8,Sai Pillai,919996274951,sai.pillai@yahoo.com,Dhruv Reddy,918115331778,dhruv.reddy@gmail.com,"B-19, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Abhinav Tripathi,abhinav.tripathi@delhipublicschool.edu.in,abhinav320,Pass5653,Delhi Public School,11,Sarthak Tyagi,919976691171,sarthak.tyagi@hotmail.com,Nirvaan Singh,918324303373,nirvaan.singh@yahoo.com,"C-11, Hauz Khas, New Delhi",110016,Car,N,Toyota Innova,Diesel
Aryan Verma,aryan.verma@delhipublicschool.edu.in,aryan983,Pass1945,Delhi Public School,11,Advik Chawla,918229927779,advik.chawla@gmail.com,Manan Pandey,917933028176,manan.pandey@yahoo.com,"D-2, Rohini, New Delhi",110085,Bus,,,Diesel
Om Kapoor,om.kapoor@delhipublicschool.edu.in,om634,Pass1420,Delhi Public School,5,Kartik Malhotra,918246183787,kartik.malhotra@yahoo.com,Arnav Bajaj,918125848920,arnav.bajaj@gmail.com,"B-2, Vasant Kunj, New Delhi",110070,Car,Y,Maruti Alto,Petrol
Manan Sethi,manan.sethi@themother'sinternationalschool.edu.in,manan141,Pass8596,The Mother's International School,4,Harsh Mehta,919983767494,harsh.mehta@yahoo.com,Aakash Singh,919520990456,aakash.singh@yahoo.com,"A-16, Vasant Kunj, New Delhi",110070,Car,N,Volkswagen Polo,Petrol
Sai Ahluwalia,sai.ahluwalia@springdalesschool.edu.in,sai545,Pass8090,Springdales School,5,Atharv Mehta,917738277217,atharv.mehta@hotmail.com,Advik Kapoor,917564345662,advik.kapoor@hotmail.com,"C-9, Lajpat Nagar, New Delhi",110024,Car,N,Maruti Alto,Petrol
Pranav Kapoor,pranav.kapoor@sanskritischool.edu.in,pranav818,Pass1655,Sanskriti School,7,Reyansh Tiwari,917442876392,reyansh.tiwari@yahoo.com,Advik Reddy,918009856361,advik.reddy@yahoo.com,"B-6, Dwarka, New Delhi",110075,Bus,,,Diesel
Rohan Thakur,rohan.thakur@delhipublicschool.edu.in,rohan217,Pass7368,Delhi Public School,5,Rajat Garg,917012370624,rajat.garg@yahoo.com,Nirvaan Bajaj,918192040965,nirvaan.bajaj@yahoo.com,"C-13, Lajpat Nagar, New Delhi",110024,Car,N,Toyota Innova,Diesel
Raghav Malhotra,raghav.malhotra@springdalesschool.edu.in,raghav247,Pass9590,Springdales School,12,Vihaan Bhat,919456401417,vihaan.bhat@gmail.com,Rishi Singh,918944459320,rishi.singh@hotmail.com,"D-20, Saket, New Delhi",110017,Bus,,,Diesel
Eshan Tripathi,eshan.tripathi@themother'sinternationalschool.edu.in,eshan639,Pass7430,The Mother's International School,8,Kiaan Dhillon,919916358383,kiaan.dhillon@hotmail.com,Yuvraj Reddy,918977156626,yuvraj.reddy@hotmail.com,"C-13, Pitampura, New Delhi",110034,Car,N,Volkswagen Polo,Petrol
Atharv Sethi,atharv.sethi@themother'sinternationalschool.edu.in,atharv646,Pass9732,The Mother's International School,12,Vivan Agarwal,917379973185,vivan.agarwal@gmail.com,Nirvaan Bhardwaj,919105973636,nirvaan.bhardwaj@yahoo.com,"A-24, Saket, New Delhi",110017,Car,N,Maruti Alto,Petrol
Manan Ahluwalia,manan.ahluwalia@sanskritischool.edu.in,manan899,Pass1100,Sanskriti School,10,Kabir Pillai,918055639742,kabir.pillai@gmail.com,Keshav Bhardwaj,918930027280,keshav.bhardwaj@hotmail.com,"D-6, Malviya Nagar, New Delhi",110017,Car,N,Maruti Alto,Petrol
Abhinav Sethi,abhinav.sethi@delhipublicschool.edu.in,abhinav900,Pass1670,Delhi Public School,7,Sai Tripathi,919928328407,sai.tripathi@yahoo.com,Tanay Verma,919613911599,tanay.verma@hotmail.com,"D-19, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Samar Mishra,samar.mishra@themother'sinternationalschool.edu.in,samar222,Pass1061,The Mother's International School,4,Ranveer Sethi,917210784350,ranveer.sethi@yahoo.com,Reyansh Mehta,917535720102,reyansh.mehta@gmail.com,"A-2, Lajpat Nagar, New Delhi",110024,Car,N,Hyundai i20,Petrol
Ranveer Rana,ranveer.rana@springdalesschool.edu.in,ranveer732,Pass7766,Springdales School,10,Aditya Tripathi,917397008489,aditya.tripathi@gmail.com,Ritvik Kapoor,919146875110,ritvik.kapoor@hotmail.com,"B-8, Saket, New Delhi",110017,Car,Y,Toyota Innova,Diesel
Dhruv Singh,dhruv.singh@springdalesschool.edu.in,dhruv706,Pass1541,Springdales School,5,Neel Garg,917242583978,neel.garg@hotmail.com,Atharv Kapoor,919456827969,atharv.kapoor@yahoo.com,"A-19, Safdarjung Enclave, New Delhi",110029,Car,Y,Volkswagen Polo,Petrol
Aayush Sethi,aayush.sethi@sanskritischool.edu.in,aayush144,Pass7969,Sanskriti School,6,Vihaan Khanna,919802036127,vihaan.khanna@hotmail.com,Pranav Pillai,919076545699,pranav.pillai@gmail.com,"C-4, Saket, New Delhi",110017,Car,Y,Ford EcoSport,Diesel
Rudra Malhotra,rudra.malhotra@sanskritischool.edu.in,rudra279,Pass6731,Sanskriti School,11,Reyansh Gill,918936751561,reyansh.gill@yahoo.com,Nishant Bhardwaj,917573469138,nishant.bhardwaj@gmail.com,"A-25, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Dhruv Ahluwalia,dhruv.ahluwalia@springdalesschool.edu.in,dhruv414,Pass8623,Springdales School,12,Jay Patel,919715457615,jay.patel@yahoo.com,Nirvaan Sethi,918621883053,nirvaan.sethi@hotmail.com,"A-19, Pitampura, New Delhi",110034,Car,Y,Maruti Alto,Petrol
Ishaan Sethi,ishaan.sethi@delhipublicschool.edu.in,ishaan895,Pass1831,Delhi Public School,6,Aarav Reddy,917909192530,aarav.reddy@gmail.com,Reyansh Sethi,919251560937,reyansh.sethi@gmail.com,"D-18, Safdarjung Enclave, New Delhi",110029,Car,N,Maruti Alto,Petrol
Shaurya Pandey,shaurya.pandey@vasantvalleyschool.edu.in,shaurya257,Pass9705,Vasant Valley School,8,Vivaan Joshi,918493104821,vivaan.joshi@gmail.com,Arjun Patel,917821886489,arjun.patel@hotmail.com,"B-17, Vasant Kunj, New Delhi",110070,Car,Y,Mahindra Scorpio,Diesel
Jay Bhat,jay.bhat@sanskritischool.edu.in,jay412,Pass3172,Sanskriti School,3,Kiaan Sethi,918811353802,kiaan.sethi@gmail.com,Rohan Kapoor,918694973023,rohan.kapoor@hotmail.com,"D-6, Dwarka, New Delhi",110075,Car,Y,Maruti Alto,Petrol
Vihaan Chopra,vihaan.chopra@springdalesschool.edu.in,vihaan253,Pass4493,Springdales School,5,Abhinav Bajaj,919205690308,abhinav.bajaj@hotmail.com,Tanishq Kapoor,917153620220,tanishq.kapoor@hotmail.com,"A-10, Vasant Kunj, New Delhi",110070,Car,N,Hyundai i20,Petrol
Rudra Khanna,rudra.khanna@vasantvalleyschool.edu.in,rudra455,Pass4155,Vasant Valley School,5,Sai Verma,918427085553,sai.verma@hotmail.com,Ayaan Nair,917185711360,ayaan.nair@yahoo.com,"C-23, Pitampura, New Delhi",110034,Bus,,,Diesel
Sarthak Verma,sarthak.verma@themother'sinternationalschool.edu.in,sarthak732,Pass6593,The Mother's International School,8,Sarthak Patel,918783744536,sarthak.patel@gmail.com,Vihaan Nair,917403021292,vihaan.nair@yahoo.com,"B-5, Malviya Nagar, New Delhi",110017,Car,Y,Mahindra Scorpio,Diesel
Jay Jain,jay.jain@delhipublicschool.edu.in,jay822,Pass8136,Delhi Public School,12,Samarth Verma,917451557579,samarth.verma@yahoo.com,Nishant Pandey,919060268664,nishant.pandey@hotmail.com,"D-7, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Tanishq Tyagi,tanishq.tyagi@vasantvalleyschool.edu.in,tanishq844,Pass2425,Vasant Valley School,1,Gaurav Joshi,918046617114,gaurav.joshi@yahoo.com,Ranveer Reddy,919595219886,ranveer.reddy@gmail.com,"C-19, Safdarjung Enclave, New Delhi",110029,Car,N,Toyota Innova,Diesel
Dev Bajaj,dev.bajaj@delhipublicschool.edu.in,dev627,Pass6631,Delhi Public School,6,Rudra Gupta,918648575824,rudra.gupta@hotmail.com,Pranav Kapoor,918597958252,pranav.kapoor@hotmail.com,"A-5, Pitampura, New Delhi",110034,Bus,,,Diesel
Samar Thakur,samar.thakur@vasantvalleyschool.edu.in,samar223,Pass5494,Vasant Valley School,4,Arnav Sharma,918564632445,arnav.sharma@gmail.com,Ranveer Singh,917492014027,ranveer.singh@hotmail.com,"D-17, Pitampura, New Delhi",110034,Bus,,,Diesel
Sarthak Kumar,sarthak.kumar@delhipublicschool.edu.in,sarthak535,Pass6228,Delhi Public School,5,Raghav Bansal,919008367508,raghav.bansal@gmail.com,Sai Joshi,919651570129,sai.joshi@hotmail.com,"D-5, Pitampura, New Delhi",110034,Car,Y,Tata Nexon,Petrol
Nishant Singh,nishant.singh@springdalesschool.edu.in,nishant532,Pass8881,Springdales School,4,Harsh Reddy,917056734986,harsh.reddy@hotmail.com,Aayush Rana,917774503763,aayush.rana@gmail.com,"B-24, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Ritvik Kumar,ritvik.kumar@sanskritischool.edu.in,ritvik393,Pass5755,Sanskriti School,11,Ritvik Malhotra,917166965993,ritvik.malhotra@hotmail.com,Dev Pandey,917526892842,dev.pandey@hotmail.com,"C-23, Hauz Khas, New Delhi",110016,Car,N,Volkswagen Polo,Petrol
Ranveer Bajaj,ranveer.bajaj@springdalesschool.edu.in,ranveer411,Pass7105,Springdales School,10,Aakash Sharma,918607674911,aakash.sharma@yahoo.com,Krishna Singh,919100671609,krishna.singh@yahoo.com,"D-2, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Samarth Mehta,samarth.mehta@delhipublicschool.edu.in,samarth732,Pass9431,Delhi Public School,12,Aman Bhardwaj,918180835105,aman.bhardwaj@hotmail.com,Aarav Jain,917442794749,aarav.jain@yahoo.com,"B-7, Malviya Nagar, New Delhi",110017,Car,Y,Toyota Innova,Diesel
Kiaan Reddy,kiaan.reddy@sanskritischool.edu.in,kiaan330,Pass9303,Sanskriti School,7,Laksh Chawla,917725462034,laksh.chawla@yahoo.com,Nirvaan Pandey,917577196859,nirvaan.pandey@gmail.com,"B-4, Vasant Kunj, New Delhi",110070,Car,N,Honda City,Petrol
Pranav Bajaj,pranav.bajaj@sanskritischool.edu.in,pranav335,Pass2581,Sanskriti School,7,Ishaan Patel,919978069157,ishaan.patel@yahoo.com,Aman Ahluwalia,918133784118,aman.ahluwalia@hotmail.com,"C-5, Pitampura, New Delhi",110034,Bus,,,Diesel
Rishi Joshi,rishi.joshi@vasantvalleyschool.edu.in,rishi687,Pass1318,Vasant Valley School,10,Neel Gupta,918538919038,neel.gupta@yahoo.com,Kiaan Bajaj,917632674933,kiaan.bajaj@hotmail.com,"D-5, Hauz Khas, New Delhi",110016,Car,Y,Volkswagen Polo,Petrol
Aayush Bansal,aayush.bansal@sanskritischool.edu.in,aayush396,Pass5202,Sanskriti School,4,Ujjwal Pillai,919185280815,ujjwal.pillai@gmail.com,Tanishq Tripathi,917495299224,tanishq.tripathi@gmail.com,"C-23, Lajpat Nagar, New Delhi",110024,Car,Y,Toyota Innova,Diesel
Yuvraj Bajaj,yuvraj.bajaj@delhipublicschool.edu.in,yuvraj605,Pass9346,Delhi Public School,8,Laksh Kapoor,917255902396,laksh.kapoor@hotmail.com,Arnav Tyagi,918260861783,arnav.tyagi@yahoo.com,"C-24, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Samarth Khanna,samarth.khanna@sanskritischool.edu.in,samarth899,Pass9562,Sanskriti School,12,Keshav Saini,919939404545,keshav.saini@hotmail.com,Manan Bhardwaj,918676763617,manan.bhardwaj@yahoo.com,"C-10, Dwarka, New Delhi",110075,Car,N,Mahindra Scorpio,Diesel
Vivan Pillai,vivan.pillai@sanskritischool.edu.in,vivan335,Pass9646,Sanskriti School,9,Harsh Mehta,918947446483,harsh.mehta@hotmail.com,Aryan Chawla,919664731285,aryan.chawla@hotmail.com,"D-6, Vasant Kunj, New Delhi",110070,Car,N,Ford EcoSport,Diesel
Aakash Kumar,aakash.kumar@delhipublicschool.edu.in,aakash328,Pass8910,Delhi Public School,9,Arjun Dhillon,917566631303,arjun.dhillon@hotmail.com,Ranveer Mishra,919886612075,ranveer.mishra@hotmail.com,"A-14, Rohini, New Delhi",110085,Car,N,Toyota Innova,Diesel
Samar Sethi,samar.sethi@vasantvalleyschool.edu.in,samar900,Pass2297,Vasant Valley School,5,Ujjwal Agarwal,918938640149,ujjwal.agarwal@gmail.com,Laksh Sharma,918616899353,laksh.sharma@hotmail.com,"B-25, Dwarka, New Delhi",110075,Car,N,Maruti Alto,Petrol
Keshav Dhillon,keshav.dhillon@themother'sinternationalschool.edu.in,keshav510,Pass6111,The Mother's International School,9,Aryan Mehta,918542413606,aryan.mehta@hotmail.com,Kartik Kumar,917032737047,kartik.kumar@hotmail.com,"D-24, Pitampura, New Delhi",110034,Car,Y,Mahindra Scorpio,Diesel
Rajat Nair,rajat.nair@delhipublicschool.edu.in,rajat774,Pass7249,Delhi Public School,1,Ayush Dhillon,918079983966,ayush.dhillon@gmail.com,Rajat Reddy,918743231369,rajat.reddy@hotmail.com,"C-17, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Laksh Joshi,laksh.joshi@vasantvalleyschool.edu.in,laksh975,Pass8313,Vasant Valley School,7,Rohan Ahluwalia,919070894632,rohan.ahluwalia@gmail.com,Eshan Mehta,919471995689,eshan.mehta@gmail.com,"A-18, Rohini, New Delhi",110085,Car,N,Maruti Alto,Petrol
Raghav Verma,raghav.verma@delhipublicschool.edu.in,raghav851,Pass1429,Delhi Public School,1,Samar Desai,919090516684,samar.desai@yahoo.com,Sai Desai,918610866463,sai.desai@hotmail.com,"D-25, Safdarjung Enclave, New Delhi",110029,Car,N,Volkswagen Polo,Petrol
Sai Bhardwaj,sai.bhardwaj@springdalesschool.edu.in,sai992,Pass7653,Springdales School,10,Ujjwal Reddy,919702834436,ujjwal.reddy@yahoo.com,Keshav Verma,919407861663,keshav.verma@hotmail.com,"B-22, Pitampura, New Delhi",110034,Car,N,Volkswagen Polo,Petrol
Yuvraj Tiwari,yuvraj.tiwari@themother'sinternationalschool.edu.in,yuvraj142,Pass3683,The Mother's International School,8,Advik Gupta,919859237400,advik.gupta@yahoo.com,Rudra Shukla,919355390278,rudra.shukla@yahoo.com,"A-23, Rohini, New Delhi",110085,Car,N,Toyota Innova,Diesel
Kabir Gupta,kabir.gupta@vasantvalleyschool.edu.in,kabir459,Pass2129,Vasant Valley School,2,Arjun Gill,919770942238,arjun.gill@gmail.com,Dhruv Patel,917581306204,dhruv.patel@yahoo.com,"A-18, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Ayaan Bhat,ayaan.bhat@vasantvalleyschool.edu.in,ayaan816,Pass3536,Vasant Valley School,9,Aditya Nair,919791180131,aditya.nair@hotmail.com,Rudra Mishra,919351862216,rudra.mishra@yahoo.com,"C-22, Pitampura, New Delhi",110034,Car,N,Honda City,Petrol
Vihaan Saxena,vihaan.saxena@themother'sinternationalschool.edu.in,vihaan534,Pass5853,The Mother's International School,3,Nishant Pandey,917415651479,nishant.pandey@hotmail.com,Ayaan Malhotra,919200543716,ayaan.malhotra@hotmail.com,"A-23, Vasant Kunj, New Delhi",110070,Car,N,Volkswagen Polo,Petrol
Samarth Joshi,samarth.joshi@sanskritischool.edu.in,samarth722,Pass9879,Sanskriti School,10,Raghav Tiwari,919063918920,raghav.tiwari@gmail.com,Dev Gill,917198082082,dev.gill@gmail.com,"C-5, Lajpat Nagar, New Delhi",110024,Car,N,Maruti Alto,Petrol
Samar Khanna,samar.khanna@delhipublicschool.edu.in,samar267,Pass2232,Delhi Public School,7,Samarth Singh,918263340460,samarth.singh@yahoo.com,Vivan Kumar,919050228150,vivan.kumar@yahoo.com,"C-22, Safdarjung Enclave, New Delhi",110029,Car,Y,Honda City,Petrol
Nishant Ahluwalia,nishant.ahluwalia@sanskritischool.edu.in,nishant680,Pass1471,Sanskriti School,9,Ayaan Agarwal,919678377454,ayaan.agarwal@yahoo.com,Manan Choudhary,918610103826,manan.choudhary@yahoo.com,"D-14, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Tanishq Tiwari,tanishq.tiwari@delhipublicschool.edu.in,tanishq425,Pass2670,Delhi Public School,4,Neel Choudhary,918599676727,neel.choudhary@gmail.com,Sai Mehta,918830472486,sai.mehta@gmail.com,"B-6, Pitampura, New Delhi",110034,Bus,,,Diesel
Aditya Kapoor,aditya.kapoor@springdalesschool.edu.in,aditya325,Pass3927,Springdales School,12,Rajat Sethi,919156841832,rajat.sethi@hotmail.com,Tanishq Rana,918239836426,tanishq.rana@hotmail.com,"B-19, Pitampura, New Delhi",110034,Car,N,Toyota Innova,Diesel
Kiaan Bhat,kiaan.bhat@delhipublicschool.edu.in,kiaan852,Pass4205,Delhi Public School,10,Ritvik Dhillon,919348136957,ritvik.dhillon@yahoo.com,Shaurya Choudhary,917101476745,shaurya.choudhary@yahoo.com,"C-7, Safdarjung Enclave, New Delhi",110029,Car,Y,Maruti Alto,Petrol
Keshav Ahluwalia,keshav.ahluwalia@delhipublicschool.edu.in,keshav526,Pass4751,Delhi Public School,8,Laksh Gupta,918626411242,laksh.gupta@hotmail.com,Ayush Chopra,918563994740,ayush.chopra@yahoo.com,"B-6, Hauz Khas, New Delhi",110016,Car,Y,Hyundai i20,Petrol
Krishna Kumar,krishna.kumar@vasantvalleyschool.edu.in,krishna994,Pass8681,Vasant Valley School,3,Krishna Bajaj,917658947716,krishna.bajaj@yahoo.com,Aditya Kapoor,919213903143,aditya.kapoor@hotmail.com,"B-3, Saket, New Delhi",110017,Bus,,,Diesel
Gaurav Jain,gaurav.jain@springdalesschool.edu.in,gaurav137,Pass1661,Springdales School,1,Kabir Tiwari,918916741732,kabir.tiwari@gmail.com,Kabir Ahluwalia,919459170920,kabir.ahluwalia@yahoo.com,"C-9, Dwarka, New Delhi",110075,Bus,,,Diesel
Rohan Jain,rohan.jain@springdalesschool.edu.in,rohan897,Pass5061,Springdales School,4,Ayush Sharma,919648090934,ayush.sharma@hotmail.com,Samarth Bansal,917533273592,samarth.bansal@hotmail.com,"D-18, Dwarka, New Delhi",110075,Car,N,Maruti Alto,Petrol
Eshan Chawla,eshan.chawla@vasantvalleyschool.edu.in,eshan219,Pass4835,Vasant Valley School,11,Rudra Ahluwalia,919796238910,rudra.ahluwalia@yahoo.com,Nishant Kumar,917282058758,nishant.kumar@gmail.com,"A-25, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Vivaan Gill,vivaan.gill@springdalesschool.edu.in,vivaan438,Pass7633,Springdales School,11,Vivan Pandey,917694686538,vivan.pandey@gmail.com,Rishi Chawla,919049427222,rishi.chawla@gmail.com,"D-7, Greater Kailash, New Delhi",110048,Car,Y,Ford EcoSport,Diesel
Tanishq Agarwal,tanishq.agarwal@springdalesschool.edu.in,tanishq951,Pass4028,Springdales School,3,Raghav Shukla,919164642881,raghav.shukla@gmail.com,Ayaan Rana,919801367490,ayaan.rana@hotmail.com,"C-8, Saket, New Delhi",110017,Car,N,Tata Nexon,Petrol
Raghav Tyagi,raghav.tyagi@vasantvalleyschool.edu.in,raghav929,Pass4094,Vasant Valley School,7,Kabir Shukla,918248654860,kabir.shukla@hotmail.com,Aditya Choudhary,918850814588,aditya.choudhary@gmail.com,"B-9, Dwarka, New Delhi",110075,Car,Y,Hyundai i20,Petrol
Aarav Ahluwalia,aarav.ahluwalia@themother'sinternationalschool.edu.in,aarav577,Pass3091,The Mother's International School,5,Sarthak Tripathi,919433495506,sarthak.tripathi@yahoo.com,Yuvraj Garg,919261479686,yuvraj.garg@gmail.com,"A-1, Pitampura, New Delhi",110034,Bus,,,Diesel
Aman Pillai,aman.pillai@springdalesschool.edu.in,aman436,Pass4314,Springdales School,8,Vihaan Shukla,917133084446,vihaan.shukla@yahoo.com,Rudra Choudhary,918636226897,rudra.choudhary@gmail.com,"C-11, Vasant Kunj, New Delhi",110070,Car,Y,Toyota Innova,Diesel
Kiaan Tyagi,kiaan.tyagi@springdalesschool.edu.in,kiaan487,Pass2773,Springdales School,11,Vihaan Reddy,919479172411,vihaan.reddy@gmail.com,Aarav Choudhary,919313518472,aarav.choudhary@hotmail.com,"B-7, Dwarka, New Delhi",110075,Car,N,Toyota Innova,Diesel
Abhinav Gill,abhinav.gill@vasantvalleyschool.edu.in,abhinav889,Pass7946,Vasant Valley School,8,Om Mehta,918916969770,om.mehta@gmail.com,Sarthak Agarwal,917234226146,sarthak.agarwal@gmail.com,"D-7, Dwarka, New Delhi",110075,Car,N,Maruti Alto,Petrol
Kiaan Pillai,kiaan.pillai@vasantvalleyschool.edu.in,kiaan694,Pass7224,Vasant Valley School,9,Dev Bajaj,919010697313,dev.bajaj@yahoo.com,Eshan Verma,918953394277,eshan.verma@yahoo.com,"C-14, Hauz Khas, New Delhi",110016,Car,N,Volkswagen Polo,Petrol
Vivan Choudhary,vivan.choudhary@themother'sinternationalschool.edu.in,vivan479,Pass1603,The Mother's International School,6,Aakash Patel,919914150042,aakash.patel@hotmail.com,Parth Bajaj,919205670128,parth.bajaj@gmail.com,"D-9, Vasant Kunj, New Delhi",110070,Car,Y,Volkswagen Polo,Petrol
Aayush Bhardwaj,aayush.bhardwaj@themother'sinternationalschool.edu.in,aayush444,Pass9583,The Mother's International School,10,Aakash Gupta,917698669111,aakash.gupta@hotmail.com,Sarthak Chawla,918111070805,sarthak.chawla@yahoo.com,"A-21, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Om Bhat,om.bhat@delhipublicschool.edu.in,om576,Pass8384,Delhi Public School,8,Tanishq Choudhary,917497774283,tanishq.choudhary@hotmail.com,Vivan Choudhary,918702017647,vivan.choudhary@gmail.com,"D-23, Dwarka, New Delhi",110075,Car,N,Hyundai i20,Petrol
Dev Reddy,dev.reddy@themother'sinternationalschool.edu.in,dev415,Pass4471,The Mother's International School,12,Gaurav Nair,919999278146,gaurav.nair@hotmail.com,Arjun Bansal,919577780475,arjun.bansal@yahoo.com,"C-10, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Tanay Ahluwalia,tanay.ahluwalia@themother'sinternationalschool.edu.in,tanay226,Pass6239,The Mother's International School,2,Ujjwal Verma,919159269085,ujjwal.verma@hotmail.com,Neel Agarwal,917630736248,neel.agarwal@gmail.com,"A-24, Dwarka, New Delhi",110075,Car,N,Toyota Innova,Diesel
Vihaan Pillai,vihaan.pillai@vasantvalleyschool.edu.in,vihaan499,Pass3765,Vasant Valley School,8,Rishi Kumar,919565013817,rishi.kumar@hotmail.com,Manan Bhat,917792188291,manan.bhat@gmail.com,"D-5, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Aryan Patel,aryan.patel@sanskritischool.edu.in,aryan624,Pass9829,Sanskriti School,8,Ayaan Rana,919872134640,ayaan.rana@hotmail.com,Kabir Singh,918504728192,kabir.singh@gmail.com,"C-25, Rohini, New Delhi",110085,Bus,,,Diesel
Samar Reddy,samar.reddy@vasantvalleyschool.edu.in,samar279,Pass9843,Vasant Valley School,11,Kartik Joshi,919744497396,kartik.joshi@hotmail.com,Rishi Gill,919118957089,rishi.gill@gmail.com,"D-11, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Samar Saxena,samar.saxena@sanskritischool.edu.in,samar894,Pass3451,Sanskriti School,5,Harsh Bansal,917727670885,harsh.bansal@gmail.com,Samar Kumar,919088701360,samar.kumar@hotmail.com,"D-15, Safdarjung Enclave, New Delhi",110029,Car,N,Tata Nexon,Petrol
Jay Saxena,jay.saxena@delhipublicschool.edu.in,jay235,Pass9951,Delhi Public School,8,Atharv Nair,919311450342,atharv.nair@yahoo.com,Rudra Pillai,918573452759,rudra.pillai@yahoo.com,"B-7, Hauz Khas, New Delhi",110016,Car,N,Tata Nexon,Petrol
Ayaan Chopra,ayaan.chopra@delhipublicschool.edu.in,ayaan455,Pass7325,Delhi Public School,3,Samarth Sethi,918970491461,samarth.sethi@gmail.com,Aarav Patel,918720966254,aarav.patel@hotmail.com,"A-8, Pitampura, New Delhi",110034,Bus,,,Diesel
Laksh Gupta,laksh.gupta@delhipublicschool.edu.in,laksh331,Pass8352,Delhi Public School,9,Tanay Sharma,918547377165,tanay.sharma@gmail.com,Manan Saxena,917488596256,manan.saxena@yahoo.com,"D-2, Hauz Khas, New Delhi",110016,Car,N,Hyundai i20,Petrol
Keshav Ahluwalia,keshav.ahluwalia@themother'sinternationalschool.edu.in,keshav683,Pass5213,The Mother's International School,10,Kiaan Reddy,919760566796,kiaan.reddy@yahoo.com,Rohan Dhillon,919388824427,rohan.dhillon@gmail.com,"D-16, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Ayaan Gill,ayaan.gill@sanskritischool.edu.in,ayaan711,Pass6141,Sanskriti School,12,Samar Saxena,917194852665,samar.saxena@hotmail.com,Nishant Rana,918917505575,nishant.rana@hotmail.com,"A-9, Pitampura, New Delhi",110034,Car,Y,Volkswagen Polo,Petrol
Vihaan Agarwal,vihaan.agarwal@springdalesschool.edu.in,vihaan478,Pass2002,Springdales School,5,Pranav Dhillon,917549893631,pranav.dhillon@gmail.com,Sai Sethi,917989959294,sai.sethi@yahoo.com,"D-20, Safdarjung Enclave, New Delhi",110029,Car,N,Toyota Innova,Diesel
Rajat Chopra,rajat.chopra@springdalesschool.edu.in,rajat403,Pass5931,Springdales School,1,Rajat Malhotra,919213933853,rajat.malhotra@yahoo.com,Arnav Saini,919407217884,arnav.saini@yahoo.com,"A-19, Malviya Nagar, New Delhi",110017,Car,N,Toyota Innova,Diesel
Gaurav Saini,gaurav.saini@sanskritischool.edu.in,gaurav853,Pass4439,Sanskriti School,4,Abhinav Pandey,919156858143,abhinav.pandey@hotmail.com,Samar Bhat,918311506135,samar.bhat@gmail.com,"B-20, Rohini, New Delhi",110085,Bus,,,Diesel
Aditya Jain,aditya.jain@delhipublicschool.edu.in,aditya548,Pass2902,Delhi Public School,12,Ritvik Bhat,919793209462,ritvik.bhat@gmail.com,Dhruv Dhillon,919346716953,dhruv.dhillon@gmail.com,"B-7, Pitampura, New Delhi",110034,Car,N,Mahindra Scorpio,Diesel
Tanay Pillai,tanay.pillai@delhipublicschool.edu.in,tanay328,Pass5430,Delhi Public School,8,Rajat Chawla,917662415517,rajat.chawla@hotmail.com,Pranav Rana,917699471829,pranav.rana@yahoo.com,"D-5, Rohini, New Delhi",110085,Car,N,Honda City,Petrol
